object_name,galactic_l_deg,galactic_b_deg,distance_to_sun_Lj,brightness_mag,object_type
LEDA 166069,138.4101840884148,-0.22471286035522545,13360180.621308006,0.0,GX
LEDA 166077,138.2010436902218,10.30773244449265,10371772.81068281,0.0,GX
LEDA 166101,144.17856867186768,41.35454300005693,11819907.127646072,0.0,GX
LEDA 166115,156.84564072751354,68.98411382256694,14742268.271788144,0.0,GX
LEDA 166152,305.7533799230549,22.714207629848616,19259534.102855977,0.0,GX
LEDA 166158,307.17820933546665,20.864064622709986,13907307.944890413,0.0,GX
LEDA 166163,310.30941681598165,30.915327889358196,17009055.09676442,0.0,GX
LEDA 166164,310.419760823472,28.840584103945336,15981662.507026974,0.0,GX
LEDA 166167,309.53963562725517,17.056261679563306,12296095.439079937,0.0,GX
LEDA 166170,314.55138531797115,32.279929515598326,15824020.257808,0.0,GX
LEDA 166172,312.80251167834206,18.100032147855536,11917754.0409544,0.0,GX
LEDA 166175,312.85724598369586,16.127472494789437,11598120.79081386,0.0,GX
LEDA 166176,316.946091531281,31.386261092707056,16112125.058104746,0.0,GX
LEDA 166179,312.98801888090225,14.753062673365715,12707052.474974915,0.0,GX
LEDA 168300,135.7383109200423,-4.526721968778185,16699206.537954714,0.0,GX
LEDA 592761,312.431881016267,22.124246417320563,16451327.690906951,0.0,GX
